image_index,label,mineral,format,file_size,mode,image_width,image_height,brightness,contrast,aspect_ratio
1893,1,Silver,JPEG,173594.0,RGB,665.0,750.0,0.573352211902305,0.3719179576872248,0.8866666666666667
1894,1,Acanthite,JPEG,81884.0,RGB,640.0,434.0,0.4643367528462997,0.2670160267341608,1.4746543778801844
1895,1,Acanthite,JPEG,89869.0,RGB,434.0,640.0,0.42938964093702,0.2666201059709878,0.678125
1896,1,Silver,JPEG,76544.0,RGB,470.0,600.0,0.8678513002364067,0.270173754368376,0.7833333333333333
1897,1,Silver,JPEG,38424.0,RGB,363.0,500.0,0.6658493599092529,0.3034288918705608,0.726
1898,1,Silver,JPEG,41839.0,RGB,446.0,500.0,0.6247935109469799,0.2765585790888711,0.892
1901,1,Pyrargyrite,JPEG,231810.0,RGB,640.0,434.0,0.3124029632014095,0.2913961475070651,1.4746543778801844
1902,1,Pyrargyrite,JPEG,211651.0,RGB,640.0,434.0,0.4190815741619228,0.3351094183221366,1.4746543778801844
1903,1,Pyrargyrite,JPEG,232898.0,RGB,640.0,434.0,0.3322366325562482,0.3096401079569877,1.4746543778801844
1904,1,Pyrargyrite,JPEG,227630.0,RGB,434.0,640.0,0.6467110977455498,0.2091819868731414,0.678125
1905,1,Pyrargyrite,JPEG,244664.0,RGB,434.0,640.0,0.3602379399340382,0.3108107542187551,0.678125
1906,1,Pyrargyrite,JPEG,217348.0,RGB,640.0,434.0,0.3084862089997288,0.3010256813256681,1.4746543778801844
1907,1,Stephanite,JPEG,320217.0,RGB,434.0,640.0,0.4342139496927803,0.300165870525583,0.678125
1908,1,Pyrargyrite,JPEG,250322.0,RGB,640.0,434.0,0.3697115438917502,0.2973486779181384,1.4746543778801844
1909,1,Stephanite,JPEG,220163.0,RGB,640.0,434.0,0.4211633685732357,0.2661174745822939,1.4746543778801844
1910,1,Silver,JPEG,161982.0,RGB,640.0,434.0,0.2912865246905212,0.2706347321517423,1.4746543778801844
1911,1,Silver,JPEG,175981.0,RGB,640.0,434.0,0.39120563951387,0.2834031580740438,1.4746543778801844
1914,1,Silver,JPEG,28508.0,RGB,750.0,526.0,0.0796983821665548,0.2192654057930572,1.4258555133079849
1915,1,Silver,JPEG,33637.0,RGB,463.0,600.0,0.7688596676971723,0.2505477955983584,0.7716666666666666
1916,1,Silver,JPEG,53426.0,RGB,414.0,360.0,0.2092707313736015,0.3170967299247852,1.15
1917,1,Silver,JPEG,82902.0,RGB,480.0,432.0,0.2993320132837085,0.3689041416534787,1.1111111111111112
1921,1,Silver,JPEG,31286.0,RGB,330.0,500.0,0.8547942245989304,0.2763522315637488,0.66
1922,1,Silver,JPEG,29480.0,RGB,316.0,500.0,0.8682522213948873,0.2535653962662038,0.632
1923,1,Silver,JPEG,32847.0,RGB,305.0,500.0,0.8500586563805851,0.2582461122173246,0.61
1924,1,Pyrargyrite,JPEG,765091.0,RGB,1000.0,693.0,0.3967661545426251,0.2924208072808299,1.443001443001443
1925,1,Proustite,JPEG,145397.0,RGB,640.0,480.0,0.4122464511846406,0.2545507224998323,1.3333333333333333
1926,1,Proustite,JPEG,140959.0,RGB,640.0,480.0,0.3022318346609476,0.2505500418367145,1.3333333333333333
1927,1,Proustite,JPEG,73193.0,RGB,388.0,600.0,0.6189263526716527,0.3568232689552552,0.6466666666666666
1928,1,Proustite,JPEG,39315.0,RGB,243.0,400.0,0.5074812797547003,0.2750547766767794,0.6075
1934,1,Polybasite,JPEG,267051.0,RGB,756.0,706.0,0.2089798378694674,0.2686395524848223,1.0708215297450423
1935,1,Pyrargyrite,JPEG,315340.0,RGB,851.0,620.0,0.319373301194933,0.2811406403422907,1.3725806451612903
1936,1,Pyrargyrite,JPEG,159162.0,RGB,433.0,620.0,0.1530622154247976,0.1974939395911859,0.6983870967741935
1940,1,Pyrargyrite,JPEG,260177.0,RGB,750.0,621.0,0.3122221085535663,0.2490096542461772,1.207729468599034
1941,1,Acanthite,JPEG,105203.0,RGB,600.0,800.0,0.3444815767973856,0.4007119267489512,0.75
1942,1,Acanthite,JPEG,97516.0,RGB,600.0,800.0,0.3673734232026143,0.3970327079064294,0.75
1943,1,Silver,JPEG,127203.0,RGB,479.0,620.0,0.0737327528492709,0.1747838489013523,0.7725806451612903
1944,1,Proustite,JPEG,305065.0,RGB,812.0,620.0,0.1862675381609819,0.251671004532555,1.3096774193548386
1945,1,Silver,JPEG,74332.0,RGB,480.0,620.0,0.8922283628505164,0.2757230179355735,0.7741935483870968
1946,1,Stephanite,JPEG,223694.0,RGB,623.0,620.0,0.651151291977465,0.4121863552718168,1.0048387096774194
1947,1,Polybasite,JPEG,98103.0,RGB,599.0,449.0,0.5163188483710239,0.2261016785312283,1.334075723830735
1948,1,Pyrargyrite,JPEG,101873.0,RGB,750.0,651.0,0.5956417136030039,0.3277395244296228,1.152073732718894
1949,1,Pyrargyrite,JPEG,89766.0,RGB,600.0,592.0,0.4917559176823882,0.3250092920323799,1.0135135135135136
1951,1,Acanthite,JPEG,301059.0,RGB,665.0,1000.0,0.1273090785787999,0.1402731387085648,0.665
1952,1,Silver,JPEG,184599.0,RGB,459.0,432.0,0.8021513765677337,0.2801545579179899,1.0625
1960,1,Pyrargyrite,JPEG,186934.0,RGB,406.0,360.0,0.4979591530098629,0.376841564963853,1.1277777777777778
1961,1,Pyrargyrite,JPEG,206959.0,RGB,404.0,360.0,0.5500677052999418,0.2937106937030075,1.1222222222222222
1962,1,Pyrargyrite,JPEG,226023.0,RGB,509.0,432.0,0.7450132366852,0.3034611685709051,1.1782407407407407
1963,1,Pyrargyrite,JPEG,215305.0,RGB,501.0,432.0,0.735350105888441,0.2988507573162542,1.1597222222222223
1964,1,Polybasite,JPEG,266128.0,RGB,624.0,420.0,0.2148010935143288,0.2040972159264373,1.4857142857142858
1966,1,Proustite,JPEG,92136.0,RGB,1000.0,750.0,0.6495317490196079,0.1146035310315409,1.3333333333333333
1967,1,Proustite,JPEG,198730.0,RGB,1000.0,750.0,0.4074935111111113,0.1798019411062088,1.3333333333333333
1968,1,Proustite,JPEG,158882.0,RGB,1000.0,750.0,0.4064413856209151,0.2113055730968637,1.3333333333333333
1969,1,Proustite,JPEG,160921.0,RGB,1000.0,750.0,0.4457293071895424,0.2188957815306117,1.3333333333333333
1971,1,Stephanite,JPEG,241450.0,RGB,626.0,620.0,0.1213880586760109,0.1712012144165873,1.0096774193548388
1972,1,Stephanite,JPEG,228701.0,RGB,589.0,620.0,0.1783210535980644,0.2319425485886465,0.95
1973,1,Silver,JPEG,237684.0,RGB,502.0,432.0,0.2372875599996528,0.2794051452006562,1.162037037037037
1974,1,Silver,JPEG,256351.0,RGB,382.0,360.0,0.3867028824327869,0.2208531059922416,1.0611111111111111
1975,1,Silver,JPEG,340867.0,RGB,768.0,1024.0,0.365655063803679,0.2895041804838557,0.75
1976,1,Silver,JPEG,62670.0,RGB,432.0,324.0,0.2811405632211732,0.2620722589049956,1.3333333333333333
1977,1,Silver,JPEG,90983.0,RGB,432.0,324.0,0.4361468615795655,0.1650051246559316,1.3333333333333333
1978,1,Silver,JPEG,79389.0,RGB,432.0,324.0,0.3839438090050835,0.15470147804226,1.3333333333333333
1980,1,Silver,JPEG,66399.0,RGB,600.0,800.0,0.3211832189542484,0.4187798801709159,0.75
1981,1,Silver,JPEG,62327.0,RGB,600.0,800.0,0.4214145506535948,0.4510848893937528,0.75
1982,1,Silver,JPEG,68256.0,RGB,600.0,800.0,0.311091045751634,0.4201320701980082,0.75
1983,1,Silver,JPEG,72832.0,RGB,600.0,800.0,0.2514942728758169,0.3865915284790243,0.75
1984,1,Pyrargyrite,JPEG,95793.0,RGB,502.0,432.0,0.6650518839673983,0.3787537395202284,1.162037037037037
1985,1,Pyrargyrite,JPEG,78950.0,RGB,487.0,432.0,0.7803677756751799,0.3232648462048663,1.1273148148148149
1986,1,Silver,JPEG,60012.0,RGB,432.0,324.0,0.2714942126827869,0.2807234622617579,1.3333333333333333
1987,1,Silver,JPEG,46691.0,RGB,432.0,324.0,0.3522604886719204,0.2410293268755953,1.3333333333333333
1988,1,Silver,JPEG,73206.0,RGB,432.0,324.0,0.4866911316424146,0.2205478130727828,1.3333333333333333
1989,1,Silver,JPEG,79058.0,RGB,432.0,324.0,0.4832622806781607,0.2132114290067588,1.3333333333333333
1990,1,Acanthite,JPEG,170457.0,RGB,1000.0,750.0,0.3370005124183007,0.2658360036712935,1.3333333333333333
1991,1,Acanthite,JPEG,198223.0,RGB,1000.0,750.0,0.3111345307189542,0.2634050739557474,1.3333333333333333
1992,1,Silver,JPEG,104917.0,RGB,768.0,777.0,0.4947828277331952,0.1231275541042648,0.9884169884169884
1998,1,Silver,JPEG,68553.0,RGB,697.0,712.0,0.5668194474604441,0.1201623677669611,0.9789325842696628
1999,1,Silver,JPEG,148365.0,RGB,913.0,551.0,0.4666164644018197,0.3345770607985227,1.6569872958257714
2000,1,Silver,JPEG,78842.0,RGB,682.0,356.0,0.5610170312811935,0.339365752758024,1.915730337078652
2001,1,Silver,JPEG,96314.0,RGB,705.0,380.0,0.6450966925030557,0.324067853690925,1.855263157894737
2003,1,Silver,JPEG,100689.0,RGB,389.0,800.0,0.7695168355259839,0.2774587685436728,0.48625
2004,1,Silver,JPEG,71686.0,RGB,432.0,324.0,0.3071291925549369,0.2768114027074035,1.3333333333333333
2005,1,Silver,JPEG,60136.0,RGB,432.0,324.0,0.5388948006042839,0.2277841398603989,1.3333333333333333
2006,1,Silver,JPEG,70114.0,RGB,432.0,324.0,0.5104083734545488,0.2306842220272479,1.3333333333333333
2007,1,Silver,JPEG,88474.0,RGB,432.0,324.0,0.4642147616934291,0.2530379969471608,1.3333333333333333
2008,1,Silver,JPEG,99898.0,RGB,567.0,800.0,0.6808763962375072,0.3487612301569421,0.70875
2009,1,Silver,JPEG,99625.0,RGB,800.0,592.0,0.7188898466481187,0.3111169620866545,1.351351351351351
2010,1,Acanthite,JPEG,99895.0,RGB,606.0,800.0,0.6501257765482431,0.3618425296720807,0.7575
2011,1,Silver,JPEG,17931.0,RGB,513.0,600.0,0.9373864745378336,0.1894132340306761,0.855
2012,1,Silver,JPEG,67656.0,RGB,700.0,626.0,0.5366173293598591,0.2123138013226438,1.1182108626198084
2013,1,Proustite,JPEG,35976.0,RGB,342.0,599.0,0.574660496539066,0.2250493743858342,0.5709515859766278
2014,1,Silver,JPEG,64927.0,RGB,445.0,432.0,0.8316363532512466,0.2866177930640122,1.0300925925925926
2015,1,Freibergite,JPEG,69996.0,RGB,473.0,432.0,0.6212924195596334,0.3770285084995513,1.0949074074074074
2016,1,Silver,JPEG,192434.0,RGB,920.0,610.0,0.3600908487414921,0.324795448299499,1.5081967213114753
2017,1,Silver,JPEG,57923.0,RGB,432.0,324.0,0.365644304132261,0.2749090360961934,1.3333333333333333
2018,1,Silver,JPEG,61742.0,RGB,432.0,324.0,0.4228528705720972,0.2397122183070414,1.3333333333333333
2019,1,Silver,JPEG,82362.0,RGB,432.0,324.0,0.5146694874794912,0.1683107456518426,1.3333333333333333
2020,1,Pyrargyrite,JPEG,64640.0,RGB,432.0,324.0,0.3720947140859086,0.2065190020011788,1.3333333333333333
2021,1,Pyrargyrite,JPEG,48617.0,RGB,432.0,324.0,0.4443134060894591,0.2733983135173627,1.3333333333333333
2022,1,Pyrargyrite,JPEG,61318.0,RGB,432.0,324.0,0.3967265627101319,0.1941685123706094,1.3333333333333333
2023,1,Silver,JPEG,56730.0,RGB,432.0,324.0,0.375103861274734,0.2275547972196123,1.3333333333333333
2024,1,Silver,JPEG,58594.0,RGB,432.0,324.0,0.4433279427454566,0.1755467252729573,1.3333333333333333
2025,1,Silver,JPEG,81561.0,RGB,432.0,324.0,0.4340139931143925,0.1993410917332457,1.3333333333333333
2026,1,Proustite,JPEG,50691.0,RGB,800.0,625.0,0.5025657568627451,0.2153119455950893,1.28
2031,1,Proustite,JPEG,75555.0,RGB,700.0,462.0,0.4506106927619532,0.1919792885233774,1.5151515151515151
2032,1,Proustite,JPEG,84756.0,RGB,600.0,454.0,0.413901802424347,0.2422238400841224,1.3215859030837005
2033,1,Silver,JPEG,95913.0,RGB,614.0,800.0,0.7203573002490901,0.3709315434200997,0.7675
2034,1,Proustite,JPEG,729157.0,RGB,854.0,792.0,0.4109098632001235,0.2110160787720682,1.0782828282828285
2035,1,Proustite,JPEG,702448.0,RGB,795.0,792.0,0.3557900873328176,0.2076570585078478,1.003787878787879
2037,1,Silver,JPEG,98893.0,RGB,579.0,800.0,0.754815190152054,0.2449371276611674,0.72375
2039,1,Silver,JPEG,74502.0,RGB,613.0,517.0,0.4871663012944834,0.2398367032231325,1.18568665377176
2043,1,Miargyrite,JPEG,304270.0,RGB,802.0,620.0,0.1509535538131269,0.2113538534382775,1.293548387096774
2044,1,Miargyrite,JPEG,329757.0,RGB,707.0,620.0,0.2167735494069873,0.1904240797609619,1.1403225806451611
2045,1,Proustite,JPEG,841404.0,RGB,958.0,864.0,0.2087147769878847,0.2752896713949496,1.1087962962962965
2049,1,Silver,JPEG,63930.0,RGB,650.0,397.0,0.5943172587771788,0.1775241303692337,1.63727959697733
2050,1,Silver,JPEG,90924.0,RGB,642.0,700.0,0.5214030908313482,0.1812371718788357,0.9171428571428571
2051,1,Silver,JPEG,34456.0,RGB,400.0,301.0,0.7227822943130741,0.1703335670259879,1.32890365448505
2052,1,Silver,JPEG,71451.0,RGB,750.0,449.0,0.6943563532614231,0.2499017125786438,1.670378619153675
2054,1,Acanthite,JPEG,412846.0,RGB,961.0,1024.0,0.0869033426488442,0.1289377301005075,0.9384765625
2055,1,Chlorargyrite,JPEG,83227.0,RGB,432.0,324.0,0.4794686124335422,0.172064872061509,1.3333333333333333
2056,1,Chlorargyrite,JPEG,61915.0,RGB,432.0,324.0,0.3978173722621194,0.2787290831987645,1.3333333333333333
2057,1,Chlorargyrite,JPEG,46853.0,RGB,432.0,324.0,0.4457160516241246,0.1602829735549119,1.3333333333333333
2058,1,Chlorargyrite,JPEG,75189.0,RGB,432.0,324.0,0.5003024220662201,0.1271145922356557,1.3333333333333333
2060,1,Pyrargyrite,JPEG,459222.0,RGB,929.0,1024.0,0.7149889677850421,0.3611548711242209,0.9072265625
2061,1,Silver,JPEG,50809.0,RGB,447.0,360.0,0.7266564314017927,0.2901120528058677,1.2416666666666667
2062,1,Acanthite,JPEG,315388.0,RGB,880.0,1024.0,0.0904505721855503,0.1378752320125988,0.859375
2064,1,Chlorargyrite,JPEG,244104.0,RGB,583.0,620.0,0.1923741731518037,0.2218896227865594,0.9403225806451612
2065,1,Chlorargyrite,JPEG,251761.0,RGB,930.0,620.0,0.2633956458754157,0.1862724923668037,1.5
2066,1,Silver,JPEG,251983.0,RGB,830.0,620.0,0.1714511480456932,0.2287927790561436,1.3387096774193548
2067,1,Silver,JPEG,255327.0,RGB,740.0,620.0,0.2600746534010291,0.2855449336668242,1.1935483870967742
2068,1,Silver,JPEG,1242679.0,RGB,950.0,871.0,0.4430392784825574,0.294669378072748,1.0907003444316876
2069,1,Silver,JPEG,1074922.0,RGB,1000.0,724.0,0.4553706532336692,0.2809601100959931,1.3812154696132597
2070,1,Silver,JPEG,961631.0,RGB,950.0,697.0,0.3701468626414547,0.3068049741711514,1.362984218077475
2071,1,Silver,JPEG,1153640.0,RGB,1000.0,736.0,0.3931067455242966,0.2940196573215591,1.358695652173913
2072,1,Silver,JPEG,1402000.0,RGB,1000.0,802.0,0.4252730037650972,0.2957865802952762,1.2468827930174564
2073,1,Silver,JPEG,1047499.0,RGB,950.0,896.0,0.2181329472578505,0.2458507183371849,1.0602678571428572
2074,1,Silver,JPEG,1147571.0,RGB,950.0,944.0,0.4406167506253172,0.2437696002696647,1.00635593220339
2075,1,Silver,JPEG,1022065.0,RGB,950.0,855.0,0.3502306712774368,0.2979912855288585,1.1111111111111112
2076,1,Silver,JPEG,1275199.0,RGB,950.0,956.0,0.3213824889568248,0.2712150381414199,0.9937238493723848
2077,1,Silver,JPEG,1182783.0,RGB,850.0,968.0,0.4588527791281802,0.2925843079997791,0.878099173553719
2078,1,Pearceite,JPEG,97305.0,RGB,800.0,501.0,0.4970015557121052,0.4034180633520292,1.596806387225549
2079,1,Stephanite,JPEG,98636.0,RGB,800.0,655.0,0.550540166142793,0.3884223626133343,1.2213740458015268
2080,1,Silver,JPEG,256314.0,RGB,521.0,800.0,0.5923595367129578,0.3893720121470131,0.65125
2081,1,Acanthite,JPEG,94266.0,RGB,389.0,800.0,0.6271558798326526,0.4133080588857643,0.48625
2082,1,Silver,JPEG,140663.0,RGB,461.0,432.0,0.8241917691797535,0.2780648158187421,1.0671296296296295
2083,1,Silver,JPEG,136730.0,RGB,417.0,360.0,0.8153935936218346,0.2678873449776766,1.1583333333333334
2085,1,Silver,JPEG,42368.0,RGB,335.0,353.0,0.7259213679975395,0.2632994548837252,0.9490084985835694
2086,1,Silver,JPEG,120701.0,RGB,378.0,566.0,0.608085985342966,0.1510085588295898,0.6678445229681979
2089,1,Acanthite,JPEG,132075.0,RGB,464.0,620.0,0.1449961013326354,0.1796691709325994,0.7483870967741936
2090,1,Acanthite,JPEG,138501.0,RGB,482.0,620.0,0.1356075780600019,0.1719995985100859,0.7774193548387097
2091,1,Stephanite,JPEG,64861.0,RGB,331.0,620.0,0.0901859315015354,0.148648961381476,0.5338709677419354
2092,1,Stephanite,JPEG,51643.0,RGB,281.0,620.0,0.0822529323978472,0.1331574514451282,0.4532258064516129
2093,1,Silver,JPEG,171292.0,RGB,570.0,620.0,0.1164721861579946,0.150491351787104,0.9193548387096774
2094,1,Silver,JPEG,206936.0,RGB,620.0,422.0,0.1363335491664943,0.1369718800056129,1.4691943127962086
2096,1,Silver,JPEG,68266.0,RGB,640.0,480.0,0.4021813853145424,0.2051232272294077,1.3333333333333333
2097,1,Pyrargyrite,JPEG,52934.0,RGB,640.0,480.0,0.6139364276960784,0.0781302920767944,1.3333333333333333
2098,1,Silver,JPEG,231883.0,RGB,516.0,620.0,0.1666494074499017,0.168557644203502,0.832258064516129
2099,1,Silver,JPEG,159992.0,RGB,453.0,620.0,0.1325811757445269,0.1748145751302052,0.7306451612903225
2100,1,Silver,JPEG,160954.0,RGB,512.0,620.0,0.1179399905123339,0.1379859280321626,0.8258064516129032
2101,1,Silver,JPEG,194845.0,RGB,542.0,620.0,0.1302081568254012,0.1586379931225099,0.8741935483870967
2102,1,Silver,JPEG,197194.0,RGB,539.0,620.0,0.1838097585075085,0.1964695249640755,0.8693548387096774
2103,1,Silver,JPEG,273748.0,RGB,413.0,620.0,0.3050795233347577,0.2038294469054042,0.6661290322580645
2104,1,Silver,JPEG,200631.0,RGB,445.0,620.0,0.2132914312517322,0.25286325006643,0.717741935483871
2105,1,Silver,JPEG,130110.0,RGB,359.0,620.0,0.1274298555795756,0.2180220367431088,0.5790322580645161
2106,1,Pyrargyrite,JPEG,125335.0,RGB,422.0,309.0,0.5505213751323624,0.2563235869514789,1.3656957928802589
2107,1,Acanthite,JPEG,107301.0,RGB,1024.0,768.0,0.5794169905918094,0.1398644239346562,1.3333333333333333
2111,1,Proustite,JPEG,308583.0,RGB,683.0,1024.0,0.7647424519313581,0.3499591080813725,0.6669921875
2114,1,Acanthite,JPEG,356890.0,RGB,1024.0,768.0,0.5326864653942631,0.1790674244053575,1.3333333333333333
2116,1,Proustite,JPEG,304443.0,RGB,620.0,682.0,0.4029982137590632,0.2346747069914968,0.9090909090909092
2117,1,Proustite,JPEG,243573.0,RGB,576.0,520.0,0.3360634400661974,0.2315715284814213,1.1076923076923078
2118,1,Acanthite,JPEG,126717.0,RGB,800.0,600.0,0.321231977124183,0.368251988623762,1.3333333333333333
2119,1,Acanthite,JPEG,121194.0,RGB,800.0,600.0,0.3917911111111112,0.397135449986809,1.3333333333333333
2120,1,Acanthite,JPEG,115106.0,RGB,800.0,600.0,0.3012284313725491,0.3663178444457242,1.3333333333333333
2122,1,Silver,JPEG,78467.0,RGB,621.0,477.0,0.3662384895757727,0.1998926389898376,1.30188679245283
2123,1,Silver,JPEG,588356.0,RGB,700.0,788.0,0.7073330560650656,0.2447022301808574,0.8883248730964467
2124,1,Silver,JPEG,83862.0,RGB,584.0,337.0,0.6904404691025632,0.3443898665282695,1.7329376854599408
2125,1,Silver,JPEG,50298.0,RGB,583.0,241.0,0.7487157136969932,0.3015209497952315,2.4190871369294604
2127,1,Silver,JPEG,79774.0,RGB,550.0,432.0,0.7526364131511191,0.3238169313246526,1.273148148148148
2139,1,Silver,JPEG,96131.0,RGB,643.0,878.0,0.6641169114443072,0.180661736645104,0.7323462414578588
2140,1,Silver,JPEG,96945.0,RGB,644.0,878.0,0.6813357699225082,0.1822853423336745,0.7334851936218679
2141,1,Silver,JPEG,43106.0,RGB,416.0,273.0,0.7303350778181096,0.3117635999116707,1.5238095238095235
2142,1,Silver,JPEG,230786.0,RGB,620.0,424.0,0.178264100223169,0.2332983801057302,1.4622641509433962
2143,1,Silver,JPEG,255466.0,RGB,573.0,620.0,0.1473953348721124,0.2157041391289227,0.9241935483870968
2144,1,Proustite,JPEG,50772.0,RGB,500.0,483.0,0.6320271343319936,0.3114833119115936,1.0351966873706004
2146,1,Acanthite,JPEG,456309.0,RGB,673.0,1024.0,0.6896102831920286,0.3896994461042692,0.6572265625
2147,1,Acanthite,JPEG,303472.0,RGB,594.0,1024.0,0.7691148747482999,0.3598824479380526,0.580078125
2148,1,Silver,JPEG,72101.0,RGB,500.0,458.0,0.4785285212775066,0.2147211705328818,1.091703056768559
2149,1,Silver,JPEG,59533.0,RGB,527.0,504.0,0.8626421304342948,0.2684121589973041,1.0456349206349207
2150,1,Silver,JPEG,91641.0,RGB,400.0,359.0,0.4083138074171172,0.2006669064005501,1.1142061281337048
2151,1,Silver,JPEG,70950.0,RGB,400.0,340.0,0.4870783160322952,0.2914834886078061,1.1764705882352942
2152,1,Silver,JPEG,144388.0,RGB,313.0,400.0,0.4954032136816388,0.2363428481487376,0.7825
2153,1,Silver,JPEG,25309.0,RGB,561.0,213.0,0.8278250772914254,0.3021346420556897,2.6338028169014085
2154,1,Silver,JPEG,24342.0,RGB,535.0,210.0,0.8261029869891882,0.315593854558182,2.5476190476190474
2155,1,Silver,JPEG,42247.0,RGB,348.0,319.0,0.741614084469229,0.2860889130556221,1.0909090909090908
2156,1,Silver,JPEG,46287.0,RGB,287.0,620.0,0.0704692042041049,0.1815242538778804,0.4629032258064516
2157,1,Silver,JPEG,70382.0,RGB,264.0,620.0,0.0836386636766143,0.1965458537883347,0.4258064516129032
2158,1,Silver,JPEG,49435.0,RGB,358.0,620.0,0.8649277735963732,0.3099822996808123,0.5774193548387097
2159,1,Silver,JPEG,76156.0,RGB,406.0,620.0,0.7829876488971562,0.3700951432619334,0.6548387096774193
2160,1,Pyrargyrite,JPEG,243106.0,RGB,603.0,620.0,0.6024467269387829,0.3813200588086446,0.9725806451612904
2161,1,Pyrargyrite,JPEG,307415.0,RGB,507.0,620.0,0.4304933336826491,0.2950329033073693,0.817741935483871
2162,1,Silver,JPEG,530471.0,RGB,800.0,534.0,0.494943287802012,0.2582682834376296,1.49812734082397
2163,1,Silver,JPEG,400619.0,RGB,800.0,534.0,0.5492874072850115,0.3651770027744154,1.49812734082397
2164,1,Silver,JPEG,95135.0,RGB,574.0,800.0,0.7246266909202708,0.2974512077431616,0.7175
2165,1,Silver,JPEG,90020.0,RGB,594.0,800.0,0.7302582442067737,0.2921454484507644,0.7425
2166,1,Silver,JPEG,85550.0,RGB,528.0,432.0,0.7872001778404963,0.2872428402410689,1.2222222222222223
2167,1,Silver,JPEG,87490.0,RGB,416.0,360.0,0.5963023451902131,0.3755693041783941,1.1555555555555554
2168,1,Proustite,JPEG,62866.0,RGB,400.0,313.0,0.8027193509991856,0.3086799494808267,1.2779552715654952
2169,1,Proustite,JPEG,34606.0,RGB,400.0,224.0,0.8834745710784313,0.2450285073913178,1.7857142857142858
2170,1,Silver,JPEG,95165.0,RGB,400.0,280.0,0.7311979691876752,0.1956971489101292,1.4285714285714286
2174,1,Freibergite,JPEG,280286.0,RGB,980.0,735.0,0.3473308452632752,0.3046308678579505,1.3333333333333333
2175,1,Silver,JPEG,726012.0,RGB,750.0,1024.0,0.1567922640931372,0.2517929679162587,0.732421875
2176,1,Silver,JPEG,547798.0,RGB,898.0,1024.0,0.1054184654965828,0.2073989247006523,0.876953125
2179,1,Pyrargyrite,JPEG,98885.0,RGB,657.0,800.0,0.7218033992897008,0.272516891399708,0.82125
2180,1,Pyrargyrite,JPEG,119085.0,RGB,400.0,350.0,0.5747259663865547,0.2691989521970717,1.1428571428571428
2181,1,Proustite,JPEG,98633.0,RGB,735.0,800.0,0.7377314192343603,0.3639431967905907,0.91875
2182,1,Acanthite,JPEG,39548.0,RGB,530.0,800.0,0.7333230392156864,0.3587139195083819,0.6625
2183,1,Silver,JPEG,94086.0,RGB,498.0,800.0,0.8653704031813525,0.2953434119841995,0.6225
2184,1,Silver,JPEG,102583.0,RGB,800.0,534.0,0.734173037379746,0.3021262913720032,1.49812734082397
2185,1,Silver,JPEG,133429.0,RGB,800.0,534.0,0.7576543291473896,0.3106934070030631,1.49812734082397
2187,1,Silver,JPEG,101052.0,RGB,800.0,534.0,0.7281430289344206,0.2551115896708623,1.49812734082397
2188,1,Acanthite,JPEG,141789.0,RGB,800.0,600.0,0.3308206454248366,0.3549888658312646,1.3333333333333333
2189,1,Pearceite,PNG,802158.0,RGB,800.0,524.0,0.6987273237539291,0.2237108740653061,1.5267175572519085
2190,1,Pyrargyrite,JPEG,603344.0,RGB,1024.0,670.0,0.3901731233538191,0.2683628039564375,1.528358208955224
2191,1,Silver,JPEG,129667.0,RGB,448.0,620.0,0.132401268975332,0.2328533492689057,0.7225806451612903
2192,1,Silver,JPEG,254418.0,RGB,602.0,620.0,0.1340793601761784,0.2209696966108004,0.970967741935484
2193,1,Pyrargyrite,JPEG,255962.0,RGB,620.0,493.0,0.4095339817534028,0.3551323637572448,1.2576064908722109
2195,1,Silver,JPEG,835228.0,RGB,1024.0,762.0,0.5699790032277673,0.279335809266042,1.3438320209973753
2198,1,Proustite,JPEG,67799.0,RGB,768.0,1024.0,0.2840207667132607,0.1895865686845553,0.75
2199,1,Pearceite,JPEG,446666.0,RGB,659.0,530.0,0.7094144930855786,0.2717376462222366,1.2433962264150944
2207,1,Silver,JPEG,129473.0,RGB,800.0,534.0,0.5097525886759195,0.1868626931601216,1.49812734082397
2208,1,Silver,JPEG,240230.0,RGB,800.0,534.0,0.4292121153704927,0.2736443396466891,1.49812734082397
2209,1,Silver,JPEG,189331.0,RGB,800.0,534.0,0.4186857971653081,0.2236656826340761,1.49812734082397
2210,1,Silver,JPEG,150949.0,RGB,800.0,534.0,0.6217177241683193,0.2577622882286405,1.49812734082397
2211,1,Silver,JPEG,157818.0,RGB,800.0,534.0,0.5718066295806713,0.2725157825021567,1.49812734082397
2212,1,Silver,JPEG,86939.0,RGB,800.0,534.0,0.7823965172211204,0.3586617158430389,1.49812734082397
2213,1,Silver,JPEG,123307.0,RGB,607.0,315.0,0.5457767686975943,0.1296682778821171,1.926984126984127
2214,1,Silver,JPEG,70228.0,RGB,800.0,534.0,0.7886765715649556,0.2664883685539898,1.49812734082397
2215,1,Silver,JPEG,600055.0,RGB,1024.0,646.0,0.4559568119043283,0.228545115226889,1.585139318885449
2216,1,Silver,JPEG,706637.0,RGB,1024.0,698.0,0.3678210338800635,0.2808811491686284,1.4670487106017192
2217,1,Silver,JPEG,151157.0,RGB,412.0,658.0,0.5412917470231224,0.130881737446468,0.6261398176291794
2218,1,Silver,JPEG,154903.0,RGB,600.0,592.0,0.5313614864864866,0.1716567443707034,1.0135135135135136
